   1.0000000e+00   2.2709025e+03   1.0725344e+03   1.1200000e+02
   2.0000000e+00   2.1558202e+03   1.1228828e+03   1.1200000e+02
   3.0000000e+00   1.6867170e+03   1.1030631e+03   1.3600000e+02
   4.0000000e+00   1.6325480e+03   1.1179447e+03   1.3800000e+02
   5.0000000e+00   1.2986056e+03   1.2292588e+03   1.2500000e+02
   6.0000000e+00   1.1795530e+03   1.3935514e+03   1.1200000e+02
   7.0000000e+00   1.1664572e+03   1.4173619e+03   1.1000000e+02
   8.0000000e+00   1.0890730e+03   1.5042703e+03   1.0500000e+02
   9.0000000e+00   9.7537780e+02   1.5828450e+03   9.2000000e+01
   1.0000000e+01   9.1882782e+02   1.5739161e+03   8.8000000e+01
   1.1000000e+01   9.2001835e+02   1.5376050e+03   8.8000000e+01
   1.2000000e+01   9.2656624e+02   1.5239140e+03   8.3000000e+01
   1.3000000e+01   9.4025729e+02   1.5155803e+03   8.3000000e+01
   1.4000000e+01   9.4978150e+02   1.5322477e+03   7.3000000e+01
   1.5000000e+01   9.7418727e+02   1.5379027e+03   7.3000000e+01
   1.6000000e+01   9.1406572e+02   1.5289737e+03   7.3000000e+01
   1.7000000e+01   9.4055492e+02   1.5188542e+03   1.0100000e+02
   1.8000000e+01   8.8192152e+02   1.5024845e+03   8.8000000e+01
   1.9000000e+01   8.8132626e+02   1.5012940e+03   9.1000000e+01
   2.0000000e+01   8.8370731e+02   1.5096277e+03   8.0000000e+01
   2.1000000e+01   9.6466307e+02   1.5114135e+03   8.9000000e+01
   2.2000000e+01   9.1257756e+02   1.5783805e+03   9.0000000e+01
   2.3000000e+01   8.6108732e+02   1.5819521e+03   1.1300000e+02
   2.4000000e+01   8.4412233e+02   1.6260016e+03   1.1500000e+02
   2.5000000e+01   8.2090708e+02   1.6230252e+03   1.1500000e+02
   2.6000000e+01   8.4650338e+02   1.6355258e+03   1.2300000e+02
   2.7000000e+01   8.4471759e+02   1.6605268e+03   1.2300000e+02
   2.8000000e+01   8.5067022e+02   1.6367163e+03   1.3400000e+02
   2.9000000e+01   8.8519547e+02   1.5664753e+03   1.1300000e+02
   3.0000000e+01   9.0007704e+02   1.5355216e+03   1.1300000e+02
   3.1000000e+01   9.1436335e+02   1.5742137e+03   1.1300000e+02
   3.2000000e+01   8.6019443e+02   1.5885000e+03   1.1500000e+02
   3.3000000e+01   8.4293180e+02   1.5569511e+03   1.1800000e+02
   3.4000000e+01   8.2864549e+02   1.5563558e+03   1.1800000e+02
   3.5000000e+01   8.5245601e+02   1.5337358e+03   1.2200000e+02
   3.6000000e+01   9.7686596e+02   1.5902858e+03   9.2000000e+01
   3.7000000e+01   9.3638808e+02   1.6542766e+03   9.2000000e+01
   3.8000000e+01   9.1793493e+02   1.6763013e+03   8.7000000e+01
   3.9000000e+01   8.8846942e+02   1.6944568e+03   8.5000000e+01
   4.0000000e+01   8.3846733e+02   1.7016000e+03   7.9000000e+01
   4.1000000e+01   8.3340760e+02   1.6965402e+03   7.2000000e+01
   4.2000000e+01   8.2447865e+02   1.7328513e+03   7.9000000e+01
   4.3000000e+01   9.0394625e+02   1.7051715e+03   8.5000000e+01
   4.4000000e+01   9.2031598e+02   1.7593405e+03   8.5000000e+01
   4.5000000e+01   9.2210177e+02   1.7560665e+03   8.9000000e+01
   4.6000000e+01   9.2507808e+02   1.7602333e+03   9.5000000e+01
   4.7000000e+01   9.5930570e+02   1.7408873e+03   8.9000000e+01
   4.8000000e+01   9.1466098e+02   1.7757102e+03   7.2000000e+01
   4.9000000e+01   9.0900599e+02   1.7197555e+03   6.0000000e+01
   5.0000000e+01   8.9620783e+02   1.7206484e+03   5.6000000e+01
   5.1000000e+01   9.2299466e+02   1.7194578e+03   5.3000000e+01
   5.2000000e+01   9.9293806e+02   1.6048697e+03   9.2000000e+01
   5.3000000e+01   1.0107959e+03   1.6376092e+03   9.7000000e+01
   5.4000000e+01   1.0244870e+03   1.6465381e+03   9.7000000e+01
