27	1	773.359	232.817	74	1	1133
27	2	772.791	218.053	72	1	1133
27	3	752.918	223.164	81	1	1133
28	4	858.247	281.652	27	1	1313
28	5	842.348	295.28	19	2	1312
28	6	841.213	283.356	13	1	1312
29	7	746.672	494.973	111	1	1426
29	8	746.672	484.373	111	1	1426
29	9	767.492	443.488	100	1	1426
29	10	773.548	438.946	102	1	1426
9	11	708.439	513.144	75	1	430
9	12	694.055	497.244	75	1	430
9	13	670.585	557.058	55	1	408
10	14	544.531	579.014	37	2	505
10	15	549.452	570.686	39	2	505
10	16	550.588	558.95	42	2	505
10	17	560.051	576.743	47	2	505
10	18	549.074	569.929	45	2	505
11	19	611.533	706.969	33	1	466
11	20	606.612	677.441	33	1	466
11	21	610.776	690.312	41	1	466
26	22	637.274	672.141	45	1	1084
26	23	629.703	656.242	45	1	1084
26	24	641.438	675.548	58	1	1076
26	25	643.33	666.841	61	1	1076
24	26	558.348	692.016	81	1	1450
24	27	545.099	674.223	74	1	1450
25	28	605.665	718.894	72	1	1007
23	29	712.035	798.771	72	1	979
25	30	645.412	846.849	75	1	998
25	31	670.775	821.864	75	1	998
25	32	658.661	805.964	75	1	998
25	33	668.503	799.15	79	1	996
25	34	652.605	816.942	79	1	998
25	35	670.017	773.029	87	1	959
30	36	775.63	794.418	142	1	1541
13	37	674.749	854.988	137	8	1585
13	38	700.111	851.959	141	8	1585
8	39	358.857	957.957	138	1	381
8	40	350.34	957.957	138	1	381
8	41	346.933	944.329	138	1	381
31	42	457.656	935.811	130	1	1595
31	43	456.52	927.294	130	1	1595
31	44	443.461	921.047	128	1	1595
31	45	426.994	933.54	120	1	1595
8	46	311.728	939.786	129	1	381
8	47	323.085	938.651	126	1	380
8	48	298.669	1027.803	120	1	366
8	49	288.448	1048.245	118	1	366
8	50	303.779	1024.963	118	1	366
8	51	292.991	1049.949	115	1	366
8	52	308.322	904.58	121	1	377
8	53	329.331	901.173	116	1	377
8	54	323.085	904.58	113	1	377
8	55	358.857	929.565	113	1	377
8	56	352.043	934.676	113	1	377
8	57	361.128	925.022	110	1	377
8	58	344.661	938.651	110	1	377
8	59	328.763	926.726	107	1	377
8	60	364.535	941.49	107	1	377
8	61	337.28	918.776	107	1	377
31	62	446.3	916.505	125	1	1595
32	63	206.116	1184.528	123	1	1659
33	64	245.295	1226.928	116	3	1698
32	65	179.05	1244.72	126	2	1658
32	66	170.722	1234.877	124	2	1658
32	67	93.878	1190.585	111	1	1634
32	68	125.676	1207.242	111	1	1634
32	69	129.082	1206.485	108	1	1634
32	70	86.307	1191.721	104	1	1634
32	71	95.392	1188.692	101	1	1634
21	72	274.442	1136.829	107	1	1741
21	73	256.083	1135.126	103	1	1741
34	74	163.151	1131.719	35	1	1766
34	75	164.665	1127.176	35	1	1766
