   1.0000000e+00   2.2852474e+03   1.2291251e+03   1.0600000e+02
   2.0000000e+00   2.2555878e+03   1.2210362e+03   1.0600000e+02
   3.0000000e+00   2.2295233e+03   1.2138460e+03   1.0600000e+02
   4.0000000e+00   2.2043576e+03   1.2147447e+03   1.0600000e+02
   5.0000000e+00   2.1863821e+03   1.2183398e+03   1.0900000e+02
   6.0000000e+00   2.1666091e+03   1.2282264e+03   1.1100000e+02
   7.0000000e+00   2.1423422e+03   1.2201374e+03   1.1100000e+02
   8.0000000e+00   2.1198728e+03   1.1958705e+03   1.1100000e+02
   9.0000000e+00   2.0965047e+03   1.1725023e+03   1.1100000e+02
   1.0000000e+01   2.0848206e+03   1.1671097e+03   1.1200000e+02
   1.1000000e+01   2.0830230e+03   1.1365513e+03   1.1200000e+02
   1.2000000e+01   2.0623512e+03   1.1059930e+03   1.1200000e+02
   1.3000000e+01   2.0425782e+03   1.0898151e+03   1.1200000e+02
   1.4000000e+01   2.0228051e+03   1.0700420e+03   1.1200000e+02
   1.5000000e+01   2.0048296e+03   1.0565604e+03   1.1200000e+02
   1.6000000e+01   2.0353880e+03   1.0907138e+03   1.0800000e+02
   1.7000000e+01   2.0317929e+03   1.0844224e+03   1.0300000e+02
   1.8000000e+01   2.0264002e+03   1.0790298e+03   9.9000000e+01
   1.9000000e+01   2.0358374e+03   1.0592567e+03   1.0800000e+02
   2.0000000e+01   2.0457239e+03   1.0408318e+03   1.0800000e+02
   2.1000000e+01   1.9922468e+03   1.0439775e+03   1.1200000e+02
   2.2000000e+01   1.9913480e+03   1.0511677e+03   1.1700000e+02
   2.3000000e+01   2.0663957e+03   1.1742999e+03   1.1200000e+02
   2.4000000e+01   2.0457239e+03   1.1792431e+03   1.1200000e+02
   2.5000000e+01   2.0286472e+03   1.1886803e+03   1.1200000e+02
   2.6000000e+01   2.0192100e+03   1.2053076e+03   1.1200000e+02
   2.7000000e+01   2.0079754e+03   1.2147447e+03   1.1200000e+02
   2.8000000e+01   1.9908986e+03   1.2124978e+03   1.1200000e+02
   2.9000000e+01   2.0214570e+03   1.2214856e+03   1.1200000e+02
   3.0000000e+01   2.0313435e+03   1.1702554e+03   1.1300000e+02
   3.1000000e+01   2.0115704e+03   1.1590207e+03   1.1400000e+02
   3.2000000e+01   1.9886517e+03   1.1482354e+03   1.1400000e+02
   3.3000000e+01   1.9778664e+03   1.1477860e+03   1.1700000e+02
   3.4000000e+01   1.9697774e+03   1.1558750e+03   1.1900000e+02
   3.5000000e+01   1.9733725e+03   1.1680085e+03   1.1900000e+02
   3.6000000e+01   1.9621378e+03   1.1594701e+03   1.2200000e+02
   3.7000000e+01   1.9832590e+03   1.1374501e+03   1.1200000e+02
   3.8000000e+01   2.1553744e+03   1.2421574e+03   1.1300000e+02
   3.9000000e+01   2.1414434e+03   1.2650761e+03   1.1500000e+02
   4.0000000e+01   2.1302087e+03   1.2745133e+03   1.1700000e+02
   4.1000000e+01   2.1189740e+03   1.2848492e+03   1.1700000e+02
   4.2000000e+01   2.1099863e+03   1.2776590e+03   1.1700000e+02
   4.3000000e+01   2.1239173e+03   1.2974320e+03   1.1700000e+02
   4.4000000e+01   2.1913254e+03   1.1963199e+03   1.1100000e+02
   4.5000000e+01   2.2021107e+03   1.1765468e+03   1.1100000e+02
   4.6000000e+01   2.2048070e+03   1.1549762e+03   1.1100000e+02
   4.7000000e+01   2.2155923e+03   1.1473366e+03   1.1400000e+02
   4.8000000e+01   2.2227825e+03   1.1563244e+03   1.1700000e+02
   4.9000000e+01   2.2268270e+03   1.1630652e+03   1.1900000e+02
   5.0000000e+01   2.1953699e+03   1.1414946e+03   1.1100000e+02
   5.1000000e+01   2.1863821e+03   1.1356526e+03   1.1300000e+02
   5.2000000e+01   2.2075034e+03   1.1239685e+03   1.1000000e+02
   5.3000000e+01   2.2173899e+03   1.1190252e+03   1.0700000e+02
   5.4000000e+01   2.2155923e+03   1.1158795e+03   1.0400000e+02
   5.5000000e+01   2.1913254e+03   1.1064424e+03   1.0400000e+02
   5.6000000e+01   2.2191874e+03   1.1077905e+03   1.0200000e+02
   5.7000000e+01   2.2340172e+03   1.1064424e+03   1.1000000e+02
   5.8000000e+01   2.2569360e+03   1.0862200e+03   1.1000000e+02
   5.9000000e+01   2.2609805e+03   1.0682445e+03   1.1000000e+02
   6.0000000e+01   2.2695188e+03   1.1023979e+03   1.1400000e+02
   6.1000000e+01   2.0708896e+03   1.1711542e+03   1.0800000e+02
   6.2000000e+01   2.0749341e+03   1.1716036e+03   1.0600000e+02
   6.3000000e+01   2.0852700e+03   1.1729517e+03   1.0600000e+02
   6.4000000e+01   3.0530322e+02   1.8286809e+03   7.8000000e+01
   6.5000000e+01   2.9925657e+02   1.8124015e+03   7.6000000e+01
   6.6000000e+01   2.9041916e+02   1.7993779e+03   7.4000000e+01
   6.7000000e+01   2.8483764e+02   1.7835636e+03   7.2000000e+01
   6.8000000e+01   2.7181409e+02   1.7719355e+03   7.2000000e+01
   6.9000000e+01   2.6576744e+02   1.7672842e+03   7.0000000e+01
   7.0000000e+01   2.5693003e+02   1.7598422e+03   7.0000000e+01
   7.1000000e+01   2.5460439e+02   1.7565863e+03   6.8000000e+01
   7.2000000e+01   2.4669724e+02   1.7593770e+03   6.6000000e+01
   7.3000000e+01   2.3181318e+02   1.7603073e+03   6.6000000e+01
   7.4000000e+01   2.3553419e+02   1.7454232e+03   6.6000000e+01
   7.5000000e+01   2.2809216e+02   1.7235623e+03   6.6000000e+01
   7.6000000e+01   2.6855820e+02   1.7542606e+03   7.0000000e+01
   7.7000000e+01   2.8809352e+02   1.7491442e+03   7.0000000e+01
   7.8000000e+01   2.6716282e+02   1.7533304e+03   7.5000000e+01
   7.9000000e+01   3.0669860e+02   1.8184481e+03   7.3000000e+01
   8.0000000e+01   3.1321037e+02   1.8217040e+03   7.0000000e+01
   8.1000000e+01   3.1786164e+02   1.8221692e+03   6.8000000e+01
   8.2000000e+01   3.2669905e+02   1.8133317e+03   6.8000000e+01
   8.3000000e+01   3.4390874e+02   1.8054246e+03   6.8000000e+01
   8.4000000e+01   3.1693139e+02   1.8244948e+03   6.5000000e+01
   8.5000000e+01   3.1414063e+02   1.8235645e+03   6.2000000e+01
   8.6000000e+01   3.4158311e+02   1.8040292e+03   7.0000000e+01
   8.7000000e+01   3.5460666e+02   1.7989128e+03   7.2000000e+01
   8.8000000e+01   3.1708777e+02   1.8330901e+03   7.9000000e+01
   8.9000000e+01   2.8743096e+02   1.8307731e+03   7.9000000e+01
   9.0000000e+01   2.7630966e+02   1.8381873e+03   8.1000000e+01
   9.1000000e+01   2.6101787e+02   1.8437480e+03   8.2000000e+01
   9.2000000e+01   2.5360367e+02   1.8428212e+03   8.3000000e+01
   9.3000000e+01   2.3784850e+02   1.8326267e+03   8.3000000e+01
   9.4000000e+01   2.2302010e+02   1.8252125e+03   8.3000000e+01
