   1.0000000e+00   2.4740000e+03   4.8547400e+02   9.8427300e+02   1.7400000e+02   4.0000000e+00   2.0000000e+00
   1.0000000e+00   2.4770000e+03   5.0023700e+02   9.5285200e+02   2.1000000e+02   5.0000000e+00   2.0000000e+00
   1.0000000e+00   2.4780000e+03   5.0648300e+02   9.4774100e+02   2.1000000e+02   5.0000000e+00   2.0000000e+00
   1.0000000e+00   2.4750000e+03   5.3941600e+02   9.0288100e+02   1.9200000e+02   4.0000000e+00   3.0000000e+00
   1.0000000e+00   2.4760000e+03   5.3373800e+02   9.1196700e+02   1.9200000e+02   4.0000000e+00   3.0000000e+00
   1.0000000e+00   3.1790000e+03   6.3367200e+02   8.2451800e+02   1.8900000e+02   4.0000000e+00   6.0000000e+00
   1.0000000e+00   3.1800000e+03   6.4351400e+02   8.0748200e+02   1.7400000e+02   4.0000000e+00   6.0000000e+00
   2.0000000e+00   3.1980000e+03   9.1019300e+02   6.5302700e+02   1.9800000e+02   4.0000000e+00   8.0000000e+00
   2.0000000e+00   3.1950000e+03   9.2098200e+02   6.3485600e+02   1.8300000e+02   4.0000000e+00   8.0000000e+00
   2.0000000e+00   3.1940000e+03   9.2949900e+02   6.2861000e+02   1.8300000e+02   4.0000000e+00   9.0000000e+00
   2.0000000e+00   3.1970000e+03   9.5505000e+02   6.3372000e+02   1.9800000e+02   4.0000000e+00   9.0000000e+00
   2.0000000e+00   3.1960000e+03   9.6243200e+02   6.1952400e+02   1.9200000e+02   4.0000000e+00   9.0000000e+00
   3.0000000e+00   3.1990000e+03   1.1322060e+03   5.4854300e+02   3.0000000e+02   4.0000000e+00   3.7800000e+02
   3.0000000e+00   3.2000000e+03   1.1276630e+03   5.5762800e+02   3.0000000e+02   4.0000000e+00   3.7800000e+02
   3.0000000e+00   3.2010000e+03   1.1464010e+03   5.5592500e+02   3.1200000e+02   4.0000000e+00   3.7800000e+02
   3.0000000e+00   3.2080000e+03   1.1418580e+03   5.5933200e+02   3.1500000e+02   4.0000000e+00   3.7800000e+02
   3.0000000e+00   3.2020000e+03   1.1651380e+03   5.6103600e+02   3.2100000e+02   4.0000000e+00   3.7800000e+02
   3.0000000e+00   3.2090000e+03   1.1526470e+03   6.9883400e+02   3.5700000e+02   5.0000000e+00   3.8100000e+02
   3.0000000e+00   3.2120000e+03   1.1534040e+03   6.8577300e+02   3.3900000e+02   5.0000000e+00   3.8100000e+02
   3.0000000e+00   3.2100000e+03   1.1552960e+03   7.2457600e+02   3.4800000e+02   5.0000000e+00   3.8100000e+02
   3.0000000e+00   3.2110000e+03   1.1534040e+03   7.2609100e+02   3.3600000e+02   5.0000000e+00   3.8100000e+02
   3.0000000e+00   3.2030000e+03   1.1668420e+03   5.7352800e+02   3.3000000e+02   4.0000000e+00   4.1100000e+02
   3.0000000e+00   3.2040000e+03   1.1969360e+03   5.3150700e+02   3.5100000e+02   4.0000000e+00   4.1200000e+02
   3.0000000e+00   3.2050000e+03   1.1929610e+03   5.2526100e+02   3.5100000e+02   4.0000000e+00   4.1200000e+02
   3.0000000e+00   3.2060000e+03   1.2037490e+03   5.1560800e+02   3.5100000e+02   4.0000000e+00   4.1200000e+02
   3.0000000e+00   3.2070000e+03   1.2116990e+03   5.0879300e+02   3.5100000e+02   4.0000000e+00   4.1200000e+02
   6.0000000e+00   2.7140000e+03   7.7808400e+02   8.7657100e+02   2.1600000e+02   1.0000000e+00   5.1100000e+02
   6.0000000e+00   2.7150000e+03   7.7240600e+02   8.9474200e+02   2.1600000e+02   1.0000000e+00   5.1100000e+02
   6.0000000e+00   2.7160000e+03   7.6710600e+02   8.6672800e+02   2.2800000e+02   1.0000000e+00   5.1100000e+02
   6.0000000e+00   2.7170000e+03   7.9738900e+02   8.7922100e+02   2.2800000e+02   1.0000000e+00   5.1100000e+02
   6.0000000e+00   2.7700000e+03   7.9038600e+02   8.8442600e+02   2.4900000e+02   1.0000000e+00   5.1100000e+02
