35	1	283.608	605.893	5	2	1691
35	2	290.706	613.843	5	2	1691
35	3	302.913	602.77	8	2	1691
35	4	302.629	627.755	8	2	1691
38	5	354.865	650.185	16	1	1660
38	6	365.653	676.874	20	1	1658
36	7	311.998	470.461	10	1	1606
36	8	296.951	477.559	13	1	1606
36	9	299.222	484.941	16	1	1606
36	10	285.028	476.14	16	1	1606
36	11	286.163	492.04	19	1	1606
36	12	255.787	460.808	21	1	1606
36	13	286.731	464.499	22	1	1604
34	14	407.669	452.29	15	1	1558
34	15	417.889	443.205	15	1	1558
34	16	414.767	442.921	18	1	1558
34	17	422.432	442.353	18	1	1558
34	18	424.135	435.539	25	1	1552
34	19	425.555	418.787	25	1	1552
34	20	374.738	462.512	33	1	1551
34	21	369.344	451.155	35	1	1551
34	22	375.022	443.205	35	1	1551
34	23	394.61	463.079	38	1	1551
37	24	295.437	760.915	22	1	1697
37	25	277.647	773.408	25	1	1697
37	26	264.02	779.086	32	2	1697
37	27	283.703	784.765	41	2	1632
37	28	284.46	793.85	41	1	1632
37	29	293.923	782.493	45	2	1632
37	30	284.839	792.336	45	2	1632
37	31	279.918	779.465	45	2	1632
5	32	379.469	686.717	60	1	171
5	33	364.328	694.288	64	1	171
5	34	338.21	703.752	70	1	168
5	35	331.775	696.559	70	1	168
40	36	217.083	449.546	55	1	1735
40	37	225.032	447.653	58	1	1735
40	38	220.111	440.839	58	1	1735
39	39	245.472	461.66	62	1	1685
39	40	229.953	468.474	62	1	1685
39	41	250.772	468.474	67	1	1685
39	42	248.5	459.767	67	1	1685
39	43	239.416	485.131	72	1	1685
39	44	227.682	482.859	72	1	1685
40	45	235.631	407.146	58	1	1736
40	46	260.235	398.439	62	1	1736
40	47	268.941	452.953	64	1	1736
40	48	289.381	429.482	64	1	1736
40	49	229.574	423.046	65	1	1735
40	50	223.139	425.696	65	1	1735
41	51	289.381	421.153	86	1	1767
41	52	304.522	434.403	90	1	1767
42	53	293.923	367.208	94	1	1805
9	54	494.162	448.978	80	1	1864
9	55	496.054	465.256	80	1	1864
9	56	489.241	446.328	82	1	1864
9	57	477.507	449.735	84	1	1864
9	58	496.528	484.09	82	1	1864
9	59	467.287	461.66	93	1	1864
9	60	465.583	455.413	93	1	1864
9	61	470.126	487.497	100	1	1869
9	62	468.706	478.695	100	1	1869
9	63	469.274	483.238	103	1	1869
9	64	490.85	512.766	108	1	1872
9	65	447.414	506.804	99	1	1869
9	66	449.685	511.914	102	1	1869
9	67	438.046	498.286	102	1	1869
9	68	445.427	526.11	112	1	1869
9	69	442.872	515.605	112	1	1869
6	70	408.994	789.118	63	2	233
4	71	337.832	592.643	73	1	107
4	72	344.267	590.75	81	1	107
4	73	357.136	557.058	82	1	97
11	74	418.079	805.775	10	1	502
11	75	391.582	808.804	13	1	502
11	76	419.593	805.397	13	1	502
11	77	419.593	811.075	19	1	502
10	78	519.901	893.413	58	1	1873
3	79	599.391	1097.459	18	1	63
3	80	574.409	1077.395	20	1	63
3	81	579.14	1079.761	24	1	63
3	82	606.394	1094.809	24	1	63
3	83	607.246	1105.031	24	1	63
1	84	687.587	1083.736	22	1	48
1	85	686.452	1074.935	26	1	48
1	86	693.833	1093.958	20	1	48
1	87	685.032	1101.34	20	1	48
1	88	655.791	1161.815	46	1	40
1	89	664.024	1148.471	49	1	40
1	90	653.52	1163.519	51	1	40
1	91	660.617	1149.323	53	1	40
1	92	690.426	1129.164	62	1	38
1	93	695.82	1138.534	62	1	38
31	94	750.895	1093.958	61	1	1291
30	95	830.858	877.135	54	4	1877
43	96	708.595	802.368	28	1	2049
43	97	709.447	794.702	30	1	2049
15	98	828.776	782.115	34	1	650
15	99	820.449	781.358	34	1	650
15	100	811.364	768.108	36	1	650
15	101	812.5	752.587	36	1	650
44	102	648.599	618.386	16	1	2165
44	103	641.786	619.9	16	1	2165
44	104	655.413	621.414	19	1	2165
44	105	654.277	604	24	1	2165
45	106	629.389	449.451	8	1	2230
46	107	682.477	453.426	11	8	2264
46	108	700.93	430.428	15	8	2263
46	109	702.066	434.971	18	8	2263
46	110	662.321	407.998	19	8	2267
46	111	682.477	364.842	26	5	2239
46	112	694.684	359.447	33	5	2239
46	113	681.625	321.685	34	1	2241
46	114	684.748	320.55	41	1	2244
47	115	869.278	536.899	2	1	2381
47	116	872.969	543.43	2	1	2381
47	117	884.892	547.405	2	1	2381
47	118	885.744	545.985	6	1	2381
47	119	867.859	540.874	8	1	2381
47	120	855.084	547.121	8	1	2381
47	121	848.27	533.492	11	1	2381
47	122	861.897	532.073	11	1	2381
48	123	974.886	798.393	30	1	2420
48	124	957.853	806.343	30	1	2421
49	125	1095.256	750.41	33	1	2531
49	126	1094.121	759.212	33	1	2531
49	127	1058.634	768.865	33	1	2531
49	128	1083.901	765.742	35	1	2531
49	129	1101.502	730.251	39	1	2531
49	130	1092.985	725.425	39	1	2531
49	131	1087.591	747.571	41	1	2531
49	132	1076.803	748.706	43	1	2531
49	133	1057.499	756.372	38	1	2531
49	134	1051.537	764.606	38	1	2531
50	135	494.824	345.535	53	5	2757
50	136	488.863	344.115	53	5	2757
7	137	558.984	813.725	93	1	2776
7	138	562.675	818.552	88	1	2776
7	139	557.564	798.961	88	1	2776
7	140	545.357	783.629	90	1	2776
7	141	579.992	735.078	74	1	290
7	142	591.064	747.003	74	1	290
7	143	567.785	765.174	78	1	2775
7	144	599.58	776.815	78	1	2775
7	145	572.327	754.101	80	1	2775
7	146	590.212	766.31	84	1	2775
7	147	525.769	771.136	74	3	311
7	148	512.709	766.594	74	3	311
7	149	499.934	738.485	80	1	311
6	150	408.237	789.118	62	1	233
32	151	1087.118	997.897	55	1	1366
32	152	1066.299	988.811	57	1	1366
32	153	1076.141	986.161	59	1	1366
32	154	1082.576	1000.925	62	1	1366
32	155	1042.074	1036.132	58	1	1364
32	156	1046.995	1047.489	61	1	1364
32	157	1034.503	1045.217	61	1	1364
