1	1	922.94	564.251	108	4
1	2	936.568	568.037	108	4
1	3	942.625	583.747	108	4
1	4	961.932	582.044	108	4
1	5	971.585	582.611	108	4
1	6	938.65	574.094	111	4
1	7	930.132	582.611	111	4
1	8	918.776	586.586	111	4
1	9	926.725	602.486	111	4
1	10	947.736	587.722	111	4
1	11	967.042	588.29	111	4
1	12	973.289	565.008	111	4
1	13	929.565	600.215	113	4
1	14	913.665	583.179	113	4
1	15	936.947	574.662	113	4
1	16	968.178	555.923	113	4
1	17	982.374	565.576	113	4
1	18	1053.355	524.123	111	4
1	19	1060.737	512.766	113	4
1	20	1069.823	512.198	113	4
1	21	1079.476	520.716	113	4
1	22	1049.38	517.877	116	4
1	23	1062.441	526.395	116	4
1	24	1057.898	516.173	116	4
1	25	1064.144	508.791	116	4
1	26	1072.662	504.816	116	4
1	27	1081.18	507.656	116	4
1	28	1080.044	516.173	116	4
1	29	1080.044	526.395	116	4
1	30	1057.898	530.37	119	4
1	31	1065.848	525.259	119	4
1	32	1068.119	515.605	119	4
1	33	1063.009	508.791	119	4
1	34	1079.476	501.409	119	4
1	35	1077.773	527.53	119	4
1	36	1109.004	494.027	117	4
1	37	1121.497	493.459	119	4
1	38	1114.683	504.816	119	4
1	39	1113.547	498.002	121	4
1	40	1114.115	490.62	121	4
1	41	1124.336	486.645	113	4
1	42	1115.25	495.731	113	4
1	43	1133.989	496.867	113	4
1	44	958.903	652.078	106	4
1	45	950.575	639.207	106	4
1	46	949.061	600.593	103	4
1	47	915.747	604.379	103	4
1	48	921.047	606.65	99	4
1	49	954.361	602.865	99	4
1	50	965.717	637.693	102	4
1	51	977.074	682.363	102	4
1	52	997.517	668.735	102	4
1	53	1001.303	683.878	102	4
1	54	1021.745	674.792	102	4
1	55	1015.688	687.663	102	4
1	56	1026.288	702.806	102	4
1	57	1043.702	686.906	102	4
1	58	998.274	687.663	99	4
1	59	991.46	664.192	99	4
1	60	1010.388	677.821	99	4
1	61	1011.145	692.206	99	4
1	62	1026.288	680.849	99	4
1	63	991.46	662.678	95	4
1	64	996.003	673.278	95	4
1	65	990.703	708.863	95	4
1	66	961.175	717.948	93	4
1	67	971.017	715.677	93	4
1	68	978.589	707.349	97	4
1	69	1039.159	692.206	99	4
1	70	1038.402	712.649	99	4
1	71	1049.002	688.42	99	4
1	72	1065.28	698.452	104	4
1	73	1073.798	705.834	104	4
1	74	1101.622	693.342	104	4
1	75	1107.868	695.613	104	4
1	76	1077.205	697.885	107	4
1	77	1088.562	700.156	107	4
1	78	1099.351	703.563	107	4
1	79	1093.672	691.638	107	4
2	80	986.917	667.789	124	4
2	81	985.214	676.874	124	4
2	82	983.51	666.085	121	4
2	83	978.967	671.764	128	4
2	84	1010.199	685.96	128	4
2	85	1006.792	694.477	128	4
2	86	1020.42	700.724	128	4
2	87	1014.174	690.502	131	4
2	88	1024.963	692.774	131	4
2	89	1032.345	701.292	131	4
2	90	993.163	710.945	131	4
2	91	985.214	706.402	131	4
2	92	1066.416	731.955	135	4
2	93	1077.205	743.88	135	4
2	94	1079.476	727.413	135	4
2	95	1090.265	737.634	135	4
2	96	1091.401	724.005	135	4
2	97	1075.501	729.116	139	4
2	98	1073.798	745.016	139	4
2	99	1087.426	736.498	139	4
2	100	1105.029	742.177	139	4
2	101	1117.522	739.337	139	4
2	102	1094.24	757.508	139	4
2	103	1105.597	765.458	139	4
2	104	1115.25	764.89	139	4
2	105	1123.768	768.865	139	4
2	106	1134.557	746.152	139	4
2	107	1140.236	755.237	139	4
2	108	1136.829	769.433	139	4
2	109	1148.185	768.298	139	4
2	110	1140.236	768.298	142	4
2	111	1140.236	758.644	142	4
2	112	1151.025	758.644	142	4
2	113	1160.678	750.126	142	4
2	114	1152.16	771.705	142	4
2	115	1118.657	769.433	142	4
2	116	1125.472	763.187	142	4
2	117	1103.326	756.941	142	4
2	118	1096.511	751.83	142	4
2	119	1150.457	748.423	137	4
2	120	1149.321	768.865	137	4
2	121	1160.11	766.026	137	4
2	122	1170.899	763.755	137	4
2	123	1157.839	773.976	134	4
2	124	1174.306	766.594	134	4
2	125	1174.874	778.519	134	4
2	126	1156.703	786.469	134	4
2	127	1152.728	780.79	131	4
2	128	1153.864	792.715	131	4
2	129	1166.924	772.273	131	4
2	130	1174.874	772.273	131	4
2	131	1177.713	782.494	131	4
2	132	1177.713	779.655	128	4
2	133	1187.367	767.73	136	4
2	134	1209.513	800.097	142	4
2	135	1211.784	810.886	142	4
2	136	1221.438	815.429	142	4
2	137	1232.795	810.886	142	4
2	138	1249.073	827.164	145	4
2	139	1266.865	819.972	145	4
2	140	1244.909	823	149	4
2	141	1262.323	818.836	149	4
2	142	1259.673	812.779	152	4
2	143	1269.515	806.722	152	4
2	144	1258.916	801.043	152	4
2	145	1288.065	787.794	152	4
2	146	1293.365	793.851	152	4
2	147	1298.665	782.872	152	4
2	148	1306.993	789.686	152	4
2	149	1300.936	792.715	152	4
2	150	1305.858	797.258	152	4
2	151	1261.944	807.858	155	4
2	152	1258.158	799.529	155	4
2	153	1252.48	793.851	155	4
2	154	1295.258	801.801	152	4
2	155	1300.179	801.801	152	4
2	156	1256.266	838.143	145	4
2	157	1256.266	844.2	145	4
2	158	1252.48	849.5	145	4
2	159	1263.458	853.664	145	4
2	160	1257.401	858.207	145	3
2	161	1250.587	857.45	145	3
2	162	1247.18	863.128	145	3
2	163	1242.637	865.399	145	1
2	164	1236.58	860.478	145	1
2	165	1231.28	865.778	145	1
2	166	1226.738	873.349	145	1
2	167	1239.23	873.349	145	1
2	168	1252.101	855.557	142	1
2	169	1232.795	862.75	142	1
2	170	1262.701	896.82	142	1
2	171	1265.351	898.713	140	1
2	172	1256.644	904.392	140	1
2	173	1251.723	905.527	140	1
2	174	1252.858	856.692	140	1
2	175	1246.044	858.207	140	1
2	176	1226.738	891.899	140	1
2	177	1220.681	889.249	140	1
2	178	1213.866	882.435	140	1
2	179	1212.731	874.864	140	1
2	180	1217.652	868.428	140	1
2	181	1228.252	869.564	140	1
2	182	1229.388	886.599	140	1
2	183	1224.088	872.971	136	1
2	184	1215.759	876.378	136	1
2	185	1214.623	886.221	136	1
2	186	1224.088	894.549	136	1
2	187	1232.795	893.792	136	1
2	188	1261.187	893.035	136	1
2	189	1264.973	899.849	136	1
2	190	1229.388	879.028	133	1
2	191	1231.659	886.599	133	1
2	192	1239.987	890.385	133	1
2	193	1235.445	880.542	133	1
2	194	1300.936	855.557	134	3
2	195	1297.15	857.071	137	3
2	196	1308.507	849.121	137	3
2	197	1306.615	858.207	137	3
2	198	1304.722	852.528	140	3
2	199	1312.293	850.635	140	3
2	200	1301.693	844.957	140	3
2	201	1291.851	847.986	140	3
2	202	1298.665	837.007	140	3
2	203	1306.993	832.843	140	3
2	204	1305.858	840.414	140	3
2	205	1311.157	874.107	140	3
2	206	1321	869.942	140	3
2	207	1308.129	851.771	143	3
2	208	1290.715	847.986	143	3
2	209	1313.05	873.349	143	3
2	210	1322.136	870.321	143	3
2	211	1302.45	845.714	146	3
2	212	1292.608	833.221	146	2
2	213	1299.8	827.922	146	2
2	214	1301.693	835.114	146	2
2	215	1316.457	838.521	143	2
2	216	1320.243	823	140	2
2	217	1249.451	816.943	151	4
2	218	1251.723	794.229	158	4
2	219	1098.215	689.935	143	4
2	220	1102.379	679.713	143	4
2	221	1112.6	669.871	143	4
2	222	1122.822	675.171	143	4
2	223	1115.629	681.985	146	4
2	224	1139.1	694.099	146	4
2	225	1145.157	688.042	146	4
2	226	1150.457	686.528	146	4
2	227	1150.835	673.278	146	4
2	228	1137.207	685.392	149	4
2	229	1134.557	692.585	149	4
2	230	1146.671	673.278	149	4
2	231	1153.485	688.042	149	4
2	232	1147.807	695.235	149	4
2	233	1142.507	698.642	149	4
