   1.1000000e+01   1.0600000e+02   3.9804500e+02   5.1055700e+02   5.9000000e+01   4.0000000e+00   1.0870000e+03
   1.1000000e+01   1.0700000e+02   3.9577400e+02   5.6621300e+02   6.3000000e+01   4.0000000e+00   1.0920000e+03
   1.1000000e+01   1.0800000e+02   4.0599400e+02   5.5769400e+02   6.3000000e+01   4.0000000e+00   1.0920000e+03
   1.1000000e+01   1.0400000e+02   3.9804500e+02   5.6450900e+02   5.2000000e+01   4.0000000e+00   1.0930000e+03
   1.1000000e+01   1.0500000e+02   4.0031600e+02   5.5712600e+02   5.2000000e+01   4.0000000e+00   1.0930000e+03
   1.1000000e+01   9.4000000e+01   3.9974800e+02   5.2305100e+02   5.0000000e+01   4.0000000e+00   1.1640000e+03
   1.1000000e+01   9.3000000e+01   3.5318700e+02   5.0544500e+02   5.0000000e+01   4.0000000e+00   1.1670000e+03
   1.1000000e+01   9.5000000e+01   3.5943300e+02   5.1339600e+02   5.4000000e+01   4.0000000e+00   1.1680000e+03
   1.1000000e+01   9.7000000e+01   3.2195600e+02   5.0885300e+02   5.9000000e+01   3.0000000e+00   1.1710000e+03
   1.1000000e+01   9.8000000e+01   3.2044200e+02   5.0165900e+02   5.9000000e+01   3.0000000e+00   1.1730000e+03
   1.1000000e+01   9.9000000e+01   3.0454300e+02   5.0431000e+02   5.9000000e+01   3.0000000e+00   1.1730000e+03
   1.1000000e+01   9.6000000e+01   3.0530000e+02   5.1983300e+02   5.4000000e+01   3.0000000e+00   1.1740000e+03
   1.1000000e+01   9.1000000e+01   3.8441700e+02   5.3270500e+02   3.8000000e+01   4.0000000e+00   1.1830000e+03
   1.1000000e+01   9.2000000e+01   3.9918100e+02   5.3497700e+02   3.8000000e+01   4.0000000e+00   1.1830000e+03
   9.0000000e+00   1.0300000e+02   3.7684600e+02   4.3350900e+02   1.0300000e+02   4.0000000e+00   1.2620000e+03
   1.1000000e+01   1.0000000e+02   3.3937000e+02   5.0733900e+02   6.3000000e+01   3.0000000e+00   4.2030000e+03
   1.1000000e+01   1.0100000e+02   3.3407000e+02   5.1907500e+02   6.7000000e+01   3.0000000e+00   4.2040000e+03
   1.1000000e+01   1.0200000e+02   3.2914900e+02   5.1453200e+02   6.6000000e+01   3.0000000e+00   4.2060000e+03
   1.3000000e+01   1.6100000e+02   5.4889700e+02   2.7316800e+02   9.0000000e+01   2.0000000e+00   1.2130000e+03
   1.3000000e+01   1.6200000e+02   5.6063200e+02   2.8187600e+02   9.0000000e+01   2.0000000e+00   1.2130000e+03
   1.3000000e+01   1.6300000e+02   5.5911800e+02   2.6446000e+02   9.6000000e+01   2.0000000e+00   1.2130000e+03
   1.3000000e+01   1.6400000e+02   5.7085300e+02   2.8566200e+02   1.0300000e+02   1.0000000e+00   1.2130000e+03
   1.3000000e+01   1.6500000e+02   5.6971700e+02   2.7619700e+02   1.0300000e+02   1.0000000e+00   1.2130000e+03
   1.3000000e+01   1.6600000e+02   5.7198800e+02   2.9664200e+02   1.0300000e+02   1.0000000e+00   1.2130000e+03
